200c87a0 %
d1f59084 SubsequentSlow1
dbf316a1 SubsequentSlow1Postfix
66339620 SubsequentSlow1Prefix
d4f5953d SubsequentSlow2
5ed2019a SubsequentSlow2Postfix
1cb69421 SubsequentSlow2Prefix
d3f593aa SubsequentSlow3
64e88b47 SubsequentSlow3Postfix
c463c7ce SubsequentSlow3Prefix
6f0505bf SubsequentSlowNL
7769661e SuddenDeathAnnouncementTime
a7efe205 SuddenDeathWarningTime
76e26d5d SummonDelay
8ea51887 SummonFlatHealth
43e5e682 SummonFlatHealth1
409e0abf SummonFlatHealth1Postfix
7d901606 SummonFlatHealth1Prefix
42e5e4ef SummonFlatHealth2
8fc26414 SummonFlatHealth2Postfix
20ef7e63 SummonFlatHealth2Prefix
41e5e35c SummonFlatHealth3
1e9c4239 SummonFlatHealth3Postfix
48b95258 SummonFlatHealth3Prefix
d36808e5 SummonFlatHealthNL
f88428c4 SummonerAH
88b28a SummonerCD
e9ebdc38 SummonerHaste
e6e3afce SummonerName
776e0e6d SummonerName1
746e09b4 SummonerName2
756e0b47 SummonerName3
726e068e SummonerName4
736e0821 SummonerName5
356da687 SummonerNames
be5f6411 SunburstDamageResistRatio
d02a9e60 SunburstDamageResistRatio1
765d039d SunburstDamageResistRatio1Postfix
b30181fc SunburstDamageResistRatio1Prefix
d32aa319 SunburstDamageResistRatio2
1f4beb6 SunburstDamageResistRatio2Postfix
9a9826ad SunburstDamageResistRatio2Prefix
d22aa186 SunburstDamageResistRatio3
70120f13 SunburstDamageResistRatio3Postfix
2a8610fa SunburstDamageResistRatio3Prefix
c2021413 SunburstDamageResistRatioNL
f05e3b01 SunburstResistStealPerPotential
83d76603 SunburstResistStealPerPotentialNL
e947673c SunderDuration
142b120e SunderDurationNL
ec289ca9 SundererPercentHPDamage
79be7972 SuperQBasePercentage
a55da5b SuperQDuration
9de9868e SuperQMonsterMaxDamage
8c73f2c0 SuperQMonsterMaxDamageTotal
ef83775a SuppressDuration
6dbb67cf Suppress_Duration
3ab61700 SupremacyDuration
c7df5da SupremeAmp
f7455b2d SupremeDamage
8d785681 SwapChargeBonus
ba3d8cc4 SwapOverMinute
402b7f17 Swap_Duration
a4e74a23 Swap_Static_Cooldown
da6779c2 SweepArmor
43c4b378 SweepArmorNL
725fbb52 SweepDamage
6fb3fcd9 SweepDamage1
2e480d76 SweepDamage1Postfix
332e496d SweepDamage1Prefix
6cb3f820 SweepDamage2
d0cece5d SweepDamage2Postfix
3fd3a0bc SweepDamage2Prefix
6db3f9b3 SweepDamage3
c570f548 SweepDamage3Postfix
5ddf31a7 SweepDamage3Prefix
74dfe9d7 SweepDamageAD
e27d3512 SweepDamageAD1
79b462ef SweepDamageAD1Postfix
e9ccb476 SweepDamageAD1Prefix
e17d337f SweepDamageAD2
db2fe604 SweepDamageAD2Postfix
3b6d6d13 SweepDamageAD2Prefix
e07d31ec SweepDamageAD3
207f6a9 SweepDamageAD3Postfix
b76ec6c8 SweepDamageAD3Prefix
aab32f5 SweepDamageADNL
8af5d2c8 SweepDamageNL
a08cd337 SweepDuration
1577a807 SweeperCD
40dc177a SweetSpotBonus
cbb497b6 SweetSpotDamage
344a8985 SweetSpotDamage1
19a21a62 SweetSpotDamage1Postfix
33c46f89 SweetSpotDamage1Prefix
314a84cc SweetSpotDamage2
e14c7209 SweetSpotDamage2Postfix
df9f33a8 SweetSpotDamage2Prefix
324a865f SweetSpotDamage3
e6b1df64 SweetSpotDamage3Postfix
a9299ff3 SweetSpotDamage3Prefix
3ea8f78a SweetSpotDamageMod
391fc86c SweetSpotDamageNL
62be67ad SweetSpotDamageTooltip
763fa96c SweetSpotMultiplier
bf1ae105 SweetSpotRadius
e1543302 SweetSpotSlowAmount
ea8c9949 SweetSpotSlowAmount1
b3f9fd06 SweetSpotSlowAmount1Postfix
86ec6d3d SweetSpotSlowAmount1Prefix
e78c9490 SweetSpotSlowAmount2
7111a5ed SweetSpotSlowAmount2Postfix
38a4570c SweetSpotSlowAmount2Prefix
e88c9623 SweetSpotSlowAmount3
2d436518 SweetSpotSlowAmount3Postfix
570a1337 SweetSpotSlowAmount3Prefix
ed8c9e02 SweetSpotSlowAmount4
6e85f53f SweetSpotSlowAmount4Postfix
49451186 SweetSpotSlowAmount4Prefix
ee8c9f95 SweetSpotSlowAmount5
8cb05212 SweetSpotSlowAmount5Postfix
e8e87d39 SweetSpotSlowAmount5Prefix
5ee32cb8 SweetSpotSlowAmountNL
92934bde SweetSpotTotalDamage
1a94edf9 SweetSpotWidth
cbdf36bf SweetspotPercentageIncrease
d04ca1b1 SwingDamageBase
68a23c80 SwingDamageBase1
d5a20b3d SwingDamageBase1Postfix
a718471c SwingDamageBase1Prefix
6ba24139 SwingDamageBase2
960cf56 SwingDamageBase2Postfix
f32999cd SwingDamageBase2Prefix
6aa23fa6 SwingDamageBase3
90cc67b3 SwingDamageBase3Postfix
9edea21a SwingDamageBase3Prefix
a6512eb3 SwingDamageBaseNL
8caf06 SwingDamageTotal
7d540f6f SwipeADRatio
783c794b SwipeAPRatio
949a8c34 SwipeDamage
f44a6bdf SwipeDamage1
4691e3e4 SwipeDamage1Postfix
74fe5973 SwipeDamage1Prefix
f54a6d72 SwipeDamage2
57b7e3cf SwipeDamage2Postfix
5b5f22d6 SwipeDamage2Prefix
f64a6f05 SwipeDamage3
79821ee2 SwipeDamage3Postfix
ff992909 SwipeDamage3Prefix
ef4a6400 SwipeDamage4
6832c5bd SwipeDamage4Postfix
fc43329c SwipeDamage4Prefix
b1217801 SwipeDamageBase
7b03390 SwipeDamageBase1
8c228aed SwipeDamageBase1Postfix
a4b2fe0c SwipeDamageBase1Prefix
ab03849 SwipeDamageBase2
cf0ae206 SwipeDamageBase2Postfix
f2fb143d SwipeDamageBase2Prefix
9b036b6 SwipeDamageBase3
8ee54f23 SwipeDamageBase3Postfix
d7bcc20a SwipeDamageBase3Prefix
cb03b6f SwipeDamageBase4
d8bb3394 SwipeDamageBase4Postfix
58b320e3 SwipeDamageBase4Prefix
bb039dc SwipeDamageBase5
679511b9 SwipeDamageBase5Postfix
807cf4d8 SwipeDamageBase5Prefix
18fd6b03 SwipeDamageBaseNL
22fa9466 SwipeDamageNL
9fb4e55d SwordAoEADDamage
eed2173f SwordAoEADDamageNL
a4c2b443 SwordRange
70e52df4 T1BonusDamage
7dc70d1f T1BonusDamage1
90a2924 T1BonusDamage1Postfix
53a980b3 T1BonusDamage1Prefix
7ec70eb2 T1BonusDamage2
d728f90f T1BonusDamage2Postfix
ae89a516 T1BonusDamage2Prefix
7fc71045 T1BonusDamage3
ba688522 T1BonusDamage3Postfix
29093049 T1BonusDamage3Prefix
50ee6e26 T1BonusDamageNL
5a5f1ef1 T1DamageMod
10d90ff3 T1DamageModNL
df583355 T1HealHealthRatio
780c9cf7 T1HealHealthRatioNL
5ce59063 TOOLTIPAmmoRecharge
6ff9c130 TOOLTIPMaxGoldAmount
3ef9fdc1 TOOLTIPMinimumCost
a8cd7e6f TOOLTIPONLYDamage
383d4aeb TOOLTIPONLYPassiveBonusPercent
4c899972 TOOLTIPONLYTotalQHaste
bf9c4479 TOOLTIPONLYTotalQHaste1
98a32f96 TOOLTIPONLYTotalQHaste1Postfix
38eae00d TOOLTIPONLYTotalQHaste1Prefix
bc9c3fc0 TOOLTIPONLYTotalQHaste2
e75fbd7d TOOLTIPONLYTotalQHaste2Postfix
a74c345c TOOLTIPONLYTotalQHaste2Prefix
bd9c4153 TOOLTIPONLYTotalQHaste3
dc037768 TOOLTIPONLYTotalQHaste3Postfix
dea60d47 TOOLTIPONLYTotalQHaste3Prefix
b59fc1e8 TOOLTIPONLYTotalQHasteNL
3636bb45 TOOLTIPRange
cc29179c TOOLTIPRange1
38cad879 TOOLTIPRange1Postfix
6b23ff98 TOOLTIPRange1Prefix
cf291c55 TOOLTIPRange2
2612d8d2 TOOLTIPRange2Postfix
fa1fbbf9 TOOLTIPRange2Prefix
ce291ac2 TOOLTIPRange3
acb768ff TOOLTIPRange3Postfix
73c90546 TOOLTIPRange3Prefix
55fb87e7 TOOLTIPRangeNL
c5d0d8ac TOOLTIPReductionPerPink
67f972ef TOOLTIP_ONLY
35031b16 TOOLTIP_ONLY_VARS
fb0c659d TTAS
9a02ae40 TTASPerStackMelee
b232cc87 TTASPerStackRanged
98ebacfd TTCrit
9ad5767f TTCritDmg
4fd79099 TTDurationIncreaseMax
41c3f2d7 TTDurationIncreaseMin
e4b30b1e TTFirstHitEnergy
6266fd8a TTHPRegen
6da64b71 TTMRegen
6b24b6a8 TTMaxNoteDamageMelee
8b2f31af TTMaxNoteDamageRanged
611259ee TTMinNoteDamageMelee
da0f3845 TTMinNoteDamageRanged
6dd56ecb TTMultAS
7629f31e TTTrinketDurationIncreaseMax
683d64cc TTTrinketDurationIncreaseMin
47c9f80c TT_Fury_AoE_Penalty
869490c9 TT_Fury_Mult
40a76c6a TT_WallWidth
228f9341 TT_WallWidth1
e8523fe TT_WallWidth1Postfix
66482a75 TT_WallWidth1Prefix
1f8f8e88 TT_WallWidth2
c3fc1a65 TT_WallWidth2Postfix
456846a4 TT_WallWidth2Prefix
208f901b TT_WallWidth3
92b89c50 TT_WallWidth3Postfix
356fed2f TT_WallWidth3Prefix
258f97fa TT_WallWidth4
fb1b3337 TT_WallWidth4Postfix
d0cdc13e TT_WallWidth4Prefix
268f998d TT_WallWidth5
6a2ba68a TT_WallWidth5Postfix
5553de91 TT_WallWidth5Prefix
922cf060 TT_WallWidthNL
c4beb97e TackleDamage
47ba9984 TackleRange
8d267bca TackleRangeOverstatedNoWall
b25c0b2a TackleSpeed
875d9007 TagDuration
d7f72268 TailSweepDamage
2e9f4c3a TailSweepDamageNL
f9de3be TakeDamageStackGain
72fba3d TakeDownCount
7d50ec3e TakedownADRatio
726b9a72 TakedownAPRatio
5ca4fcf2 TakedownBaseDamage
9ab9e6f9 TakedownBaseDamage1
9978316 TakedownBaseDamage1Postfix
e5076e8d TakedownBaseDamage1Prefix
97b9e240 TakedownBaseDamage2
585410fd TakedownBaseDamage2Postfix
5368c2dc TakedownBaseDamage2Prefix
98b9e3d3 TakedownBaseDamage3
4cf7cae8 TakedownBaseDamage3Postfix
8ac29bc7 TakedownBaseDamage3Prefix
9db9ebb2 TakedownBaseDamage4
d7b3a80f TakedownBaseDamage4Postfix
7cfd9a16 TakedownBaseDamage4Prefix
25469168 TakedownBaseDamageNL
35785dba TakedownCompanionship
ac6cd5cc TakedownCooldownMultiplier
a78baddb TakedownDamageAmp
aae2c75e TakedownDamageAmp1
5f3359eb TakedownDamageAmp1Postfix
54e8c672 TakedownDamageAmp1Prefix
a9e2c5cb TakedownDamageAmp2
5e925260 TakedownDamageAmp2Postfix
e87a993f TakedownDamageAmp2Prefix
a8e2c438 TakedownDamageAmp3
765331f5 TakedownDamageAmp3Postfix
21df0274 TakedownDamageAmp3Prefix
afe2cf3d TakedownDamageAmp4
8841df9a TakedownDamageAmp4Postfix
3269fe21 TakedownDamageAmp4Prefix
167bd739 TakedownDamageAmpNL
d8e6aaf2 TakedownDuration
769738a3 TakedownDurationExtension
8ff34c7c TakedownGold
33c83d78 TakedownGoldChance
9469cf4a TakedownGoldChanceNL
66818b79 TakedownMana
210fc58c TakedownRefund
2cb49ae2 TakedownWindow
d22f464a TakedownsNeeded
d547ff49 TantrumDamage
ebcd51e1 TapCooldownRefund
20ebfeef TapDamage
b182377a TapDamage1
58cf95b7 TapDamage1Postfix
fd2f64be TapDamage1Prefix
b08235e7 TapDamage2
8a6b23ec TapDamage2Postfix
90e9d9fb TapDamage2Prefix
af823454 TapDamage3
8517451 TapDamage3Postfix
3a9685d0 TapDamage3Prefix
ae8232c1 TapDamage4
6c39867e TapDamage4Postfix
92a9cdf5 TapDamage4Prefix
ad82312e TapDamage5
9854365b TapDamage5Postfix
9354ed22 TapDamage5Prefix
c456979e TapDamageCalc
871786ed TapDamageNL
582e81ab TargetAoE
c188a147 TargetCount
20162cc2 TargetCount1
2ca00eff TargetCount1Postfix
d9bd8746 TargetCount1Prefix
1f162b2f TargetCount2
14f854 TargetCount2Postfix
8d878fa3 TargetCount2Prefix
1e16299c TargetCount3
b8b37e79 TargetCount3Postfix
d1188198 TargetCount3Prefix
1d162809 TargetCount4
e37e0ac6 TargetCount4Postfix
c61385fd TargetCount4Prefix
1c162676 TargetCount5
f7bda8e3 TargetCount5Postfix
54decdca TargetCount5Prefix
322a34a5 TargetCountNL
28d98acc TargetCurrentHPRatio
2432b732 TargetCurrentHealthRatio
cefd4529 TargetDamage
f0b3c4c8 TargetDamage1
a9e9c9a5 TargetDamage1Postfix
d61bdfe4 TargetDamage1Prefix
f3b3c981 TargetDamage2
f15bd93e TargetDamage2Postfix
92b99db5 TargetDamage2Prefix
f2b3c7ee TargetDamage3
db01bd1b TargetDamage3Postfix
cde3cde2 TargetDamage3Prefix
9173140b TargetDamageNL
699ff161 TargetHPDamage
71489487 TargetMaxHealthHealOnKill
48dc47f TargetMaxHealthRatio
ec42ed71 TargetMissingHPDamage
df976624 TargetPercentHPDamage
1055b30f TargetPercentHPDamage1
18eb30b4 TargetPercentHPDamage1Postfix
d47c4f83 TargetPercentHPDamage1Prefix
1155b4a2 TargetPercentHPDamage2
dad8355f TargetPercentHPDamage2Postfix
826cb126 TargetPercentHPDamage2Prefix
1255b635 TargetPercentHPDamage3
f9029232 TargetPercentHPDamage3Postfix
4e50c0d9 TargetPercentHPDamage3Prefix
b55ab30 TargetPercentHPDamage4
a0b8a20d TargetPercentHPDamage4Postfix
ca8433ac TargetPercentHPDamage4Prefix
c55acc3 TargetPercentHPDamage5
17602e38 TargetPercentHPDamage5Postfix
eb6458d7 TargetPercentHPDamage5Prefix
386b8e56 TargetPercentHPDamageNL
64569ca5 TargetingForgiveness
88f674e1 Targets
6bf9e370 Targets1
459ab14d Targets1Postfix
a315eec Targets1Prefix
6ef9e829 Targets2
f4b3e266 Targets2Postfix
d834831d Targets2Prefix
6df9e696 Targets3
b708b883 Targets3Postfix
a3ab0eea Targets3Prefix
17c078e3 TargetsNL
a11e4a98 TargetsRequiredForMaxValue
cde0dec5 TaricShield
cfefa1c TaricShield1
dc65ebf9 TaricShield1Postfix
d36ce18 TaricShield1Prefix
ffefed5 TaricShield2
c9adec52 TaricShield2Postfix
9c328a79 TaricShield2Prefix
efefd42 TaricShield3
50527c7f TaricShield3Postfix
15dbd3c6 TaricShield3Prefix
e6af1767 TaricShieldNL
e997c70b TauntChannelTime
232980d2 TauntDamage
d66dd4b7 TauntDuration
d8650a6b TauntLength
ec8ba71 TauntRadius
c4ee06b8 TauntRange
d1d3bf6c TeamHealthHeal
59b2e247 TeamName
cab626a5 TeamSize
6608428b TeleportRange
b063397 TeleportTime
745c4268 Temp_AS
4270bc98 Temp_ASDuration
20756bcc Temp_MSDuration
f009d7f8 Temp_MSMod
3ba51ac8 TempoDuration
3a0cd78c TemporaryWShieldDuration
bc27f8c0 Tenacity
52f9d2fc TenacityAmount
632ac420 TenacityDuration
a2156975 TenacityDurationFinalCalc
b3c22303 TenacityGain
edb837a4 TenacityMod
35d33640 TenacityPerHat
a5420524 TenacityPerLegendary
f1a65ad1 TenacityValue
df5db534 TentacleDamageAmp
a583f6df TentacleDamageAmp1
def12ce4 TentacleDamageAmp1Postfix
82138c73 TentacleDamageAmp1Prefix
a683f872 TentacleDamageAmp2
f0172ccf TentacleDamageAmp2Postfix
687455d6 TentacleDamageAmp2Prefix
a783fa05 TentacleDamageAmp3
11e167e2 TentacleDamageAmp3Postfix
cae5c09 TentacleDamageAmp3Prefix
a083ef00 TentacleDamageAmp4
920ebd TentacleDamageAmp4Postfix
958659c TentacleDamageAmp4Prefix
a183f093 TentacleDamageAmp5
f53435a8 TentacleDamageAmp5Postfix
2763f687 TentacleDamageAmp5Prefix
20906566 TentacleDamageAmpNL
8163fa38 TentacleDisabledLifetime
b1395c40 TentacleDurationFlat
6e4c85e3 TentacleDurationFlat1
444addd8 TentacleDurationFlat1Postfix
df2ef4f7 TentacleDurationFlat1Prefix
6f4c8776 TentacleDurationFlat2
4deac3e3 TentacleDurationFlat2Postfix
f15a26ca TentacleDurationFlat2Prefix
704c8909 TentacleDurationFlat3
39ab25c6 TentacleDurationFlat3Postfix
628edefd TentacleDurationFlat3Prefix
714c8a9c TentacleDurationFlat4
ee09979 TentacleDurationFlat4Postfix
6d93da98 TentacleDurationFlat4Prefix
724c8c2f TentacleDurationFlat5
56421354 TentacleDurationFlat5Postfix
2a02e8a3 TentacleDurationFlat5Prefix
2ed01d72 TentacleDurationFlatNL
f4074b4b TentacleLength
df7b7375 TentacleWidth
7c5aa021 TerrainCDR
282bd81 TerrainCollisionDelay
b37a1b29 TerrainMana
9dcdb16b TerrainManaRefund
3a8efe03 TerrainReduction
afd071e5 Test
6ba8f2e3 TetherDamagePerSecond
4cf64096 TetherDamagePerSecond1
eaccf683 TetherDamagePerSecond1Postfix
e3f498ea TetherDamagePerSecond1Prefix
4bf63f03 TetherDamagePerSecond2
8aef3c78 TetherDamagePerSecond2Postfix
d1cafa17 TetherDamagePerSecond2Prefix
4af63d70 TetherDamagePerSecond3
795eef4d TetherDamagePerSecond3Postfix
4a7ae8ec TetherDamagePerSecond3Prefix
22fc1d01 TetherDamagePerSecondNL
b84d49b6 TetherDistance
7b114279 TetherDuration
d6ab1b66 TetherGracePeriod
3e052726 TetherPopDamageMultiplier
5dd35cb5 TetherPopTime
55a856a6 TetherRange
e10e94ff Tether_Range
c3baa370 TheBoxDamage
5fceff53 TheBoxDamage1
360bc168 TheBoxDamage1Postfix
ad52db47 TheBoxDamage1Prefix
60cf00e6 TheBoxDamage2
a6548ff3 TheBoxDamage2Postfix
6dc0f05a TheBoxDamage2Prefix
61cf0279 TheBoxDamage3
f2ab7996 TheBoxDamage3Postfix
797ae0d TheBoxDamage3Prefix
f855f62 TheBoxDamageNL
6d0fa515 Thickness
408daf57 ThirdCastPercentDamage
f0103475 ThirdCastPercentDamageNL
d18d3725 ThirdElixirLevel
e84c6f2e ThornShieldDamage
f73d9f72 ThornsDamage
821d5daa ThornshieldCooldown
f664d9a5 ThreeHitDamage
34f6e346 ThreeMarkBonusPercent
85659e75 ThreshRCageRadius
232d46b3 ThreshRWallLength
34c380c3 ThreshRWallThickness
48af786e ThreshSoulsToTriggerQuest
4939f3f8 Threshold
423cc1ea Threshold1Damage
20a52bc1 Threshold1Damage1
92ffa97e Threshold1Damage1Postfix
1ecfef5 Threshold1Damage1Prefix
1da52708 Threshold1Damage2
48769fe5 Threshold1Damage2Postfix
e10d1b24 Threshold1Damage2Prefix
1ea5289b Threshold1Damage3
173321d0 Threshold1Damage3Postfix
d114c1af Threshold1Damage3Prefix
e2c01e0 Threshold1DamageNL
544eeb48 Threshold7Damage
313caf7b Threshold7Damage1
13411530 Threshold7Damage1Postfix
50ab0a8f Threshold7Damage1Prefix
323cb10e Threshold7Damage2
693f17bb Threshold7Damage2Postfix
abe8e202 Threshold7Damage2Prefix
333cb2a1 Threshold7Damage3
fdb8dfde Threshold7Damage3Postfix
c2100ed5 Threshold7Damage3Prefix
96ba6f1a Threshold7DamageNL
316e2299 ThresholdBonusHealth
717a1c45 ThresholdCalc
40544b4f ThresholdForMax
9a8ffe25 ThresholdLifesteal
2a153796 ThresholdMax
4db0b2af ThresholdMaxHealthRatio
3c01cc34 ThresholdMin
50bd0b0e ThresholdRadius
3c96fd8f ThresholdUnits
de9168fe ThrowDamage
2794f428 ThrowDistance
52e8dc04 ThrowRange
54fc360b ThrustBaseDamage
3095d4e ThrustBaseDamage1
2a4ec1fb ThrustBaseDamage1Postfix
bb19f242 ThrustBaseDamage1Prefix
2095bbb ThrustBaseDamage2
aea50870 ThrustBaseDamage2Postfix
871a99cf ThrustBaseDamage2Prefix
1095a28 ThrustBaseDamage3
b623de85 ThrustBaseDamage3Postfix
c3520444 ThrustBaseDamage3Prefix
809652d ThrustBaseDamage4
ab2a5eaa ThrustBaseDamage4Postfix
2bf5d931 ThrustBaseDamage4Prefix
709639a ThrustBaseDamage5
eca7f957 ThrustBaseDamage5Postfix
d3a49fde ThrustBaseDamage5Prefix
c27c769 ThrustBaseDamageNL
725b3462 ThrustDamage
6b6c64b5 ThunderClapSplashRange
4d036a97 ThunderclapBaseDamage
e260e352 ThunderclapBaseDamage1
dc7cba2f ThunderclapBaseDamage1Postfix
a34b23b6 ThunderclapBaseDamage1Prefix
e160e1bf ThunderclapBaseDamage2
e4a36f44 ThunderclapBaseDamage2Postfix
74e42b53 ThunderclapBaseDamage2Prefix
e060e02c ThunderclapBaseDamage3
1ea7f6e9 ThunderclapBaseDamage3Postfix
da133908 ThunderclapBaseDamage3Prefix
df60de99 ThunderclapBaseDamage4
3a031536 ThunderclapBaseDamage4Postfix
9040862d ThunderclapBaseDamage4Prefix
de60dd06 ThunderclapBaseDamage5
a8206593 ThunderclapBaseDamage5Postfix
202e707a ThunderclapBaseDamage5Prefix
b61ae7ed ThunderclapBaseDamageAPRatio
e77c77e5 ThunderclapBaseDamageArmorRatio
9f52ecb5 ThunderclapBaseDamageNL
622bf26 ThunderclapBuffDuration
e9256cb ThunderclapSlowDamage
1dbb5920 ThunderclapSplash
a2e24a19 ThunderclapSplashAP
ffe1f707 ThunderclapSplashArmor
491efe91 ThunderclapSplashDamage
bbcad5e0 ThunderclapSplashDamage1
7de56e1d ThunderclapSplashDamage1Postfix
e4e3fd7c ThunderclapSplashDamage1Prefix
becada99 ThunderclapSplashDamage2
97d2936 ThunderclapSplashDamage2Postfix
cc7aa22d ThunderclapSplashDamage2Prefix
bdcad906 ThunderclapSplashDamage3
779a7993 ThunderclapSplashDamage3Postfix
5c688c7a ThunderclapSplashDamage3Prefix
c0caddbf ThunderclapSplashDamage4
b41d8344 ThunderclapSplashDamage4Postfix
b11e4753 ThunderclapSplashDamage4Prefix
bfcadc2c ThunderclapSplashDamage5
ee220ae9 ThunderclapSplashDamage5Postfix
164d5508 ThunderclapSplashDamage5Prefix
2f397293 ThunderclapSplashDamageNL
4acb59d8 TibbersAA
a71e89cb TibbersAA1
369b7e60 TibbersAA1Postfix
f5b83d3f TibbersAA1Prefix
a81e8b5e TibbersAA2
373c85eb TibbersAA2Postfix
62266a72 TibbersAA2Prefix
a91e8cf1 TibbersAA3
5dfa96ce TibbersAA3Postfix
3d0a2e45 TibbersAA3Prefix
612a9df9 TibbersAADamage
b99531aa TibbersAANL
b2b9c781 TibbersASPerAmp
f5590683 TibbersASPerAmpNL
abe71d12 TibbersAttackAPRatio
3037dc4b TibbersAttackDamage
61f0140e TibbersAttackDamage1
84b528bb TibbersAttackDamage1Postfix
4e92d02 TibbersAttackDamage1Prefix
60f0127b TibbersAttackDamage2
2eb72630 TibbersAttackDamage2Postfix
a9ab558f TibbersAttackDamage2Prefix
5ff010e8 TibbersAttackDamage3
d2012945 TibbersAttackDamage3Postfix
b72ad904 TibbersAttackDamage3Prefix
b01d0ca9 TibbersAttackDamageNL
66e9ae25 TibbersAttackRatio
b4a1c661 TibbersAttackSpeedDecay
21bcb144 TibbersAuraDamage
d906f1ae TibbersBaseAoE
44ee5d4d TibbersBaseAoE1
b3a96c4a TibbersBaseAoE1Postfix
974e4e51 TibbersBaseAoE1Prefix
41ee5894 TibbersBaseAoE2
b06e7c91 TibbersBaseAoE2Postfix
e592d310 TibbersBaseAoE2Prefix
42ee5a27 TibbersBaseAoE3
b5037e2c TibbersBaseAoE3Postfix
3e60903b TibbersBaseAoE3Prefix
3fee556e TibbersBaseAoE4
99c4799b TibbersBaseAoE4Postfix
65ddef62 TibbersBaseAoE4Prefix
40ee5701 TibbersBaseAoE5
b01e95be TibbersBaseAoE5Postfix
2ab3bf35 TibbersBaseAoE5Prefix
a28e8844 TibbersBaseAoENL
ed37457e TibbersBaseDamage
bd021b5d TibbersBaseDamage1
11ea3f3a TibbersBaseDamage1Postfix
aa426441 TibbersBaseDamage1Prefix
ba0216a4 TibbersBaseDamage2
8f0b5441 TibbersBaseDamage2Postfix
f639cf40 TibbersBaseDamage2Prefix
bb021837 TibbersBaseDamage3
3d6761c TibbersBaseDamage3Postfix
4c32f82b TibbersBaseDamage3Prefix
b802137e TibbersBaseDamage4
3ed3b28b TibbersBaseDamage4Postfix
740a8292 TibbersBaseDamage4Prefix
b9021511 TibbersBaseDamage5
64f6c56e TibbersBaseDamage5Postfix
e4503465 TibbersBaseDamage5Prefix
b8b538d4 TibbersBaseDamageNL
955d6d41 TibbersBonusMS
92134750 TibbersBonusMS1
871b9dad TibbersBonusMS1Postfix
dc8869cc TibbersBonusMS1Prefix
95134c09 TibbersBonusMS2
75a056c6 TibbersBonusMS2Postfix
ad0789fd TibbersBonusMS2Prefix
94134a76 TibbersBonusMS3
89dff4e3 TibbersBonusMS3Postfix
3bd2d1ca TibbersBonusMS3Prefix
31b78443 TibbersBonusMSNL
520ee938 TibbersHealth
3678d92b TibbersHealth1
df958740 TibbersHealth1Postfix
a6b0969f TibbersHealth1Prefix
3778dabe TibbersHealth2
877e51cb TibbersHealth2Postfix
131ec3d2 TibbersHealth2Prefix
3878dc51 TibbersHealth3
3c7d4bae TibbersHealth3Postfix
46bac4a5 TibbersHealth3Prefix
5fc2c0a TibbersHealthNL
7c251021 TibbersLifetime
7e584930 TibbersLifetime1
cb118c0d TibbersLifetime1Postfix
a481e1ac TibbersLifetime1Prefix
81584de9 TibbersLifetime2
e1bad226 TibbersLifetime2Postfix
1f0908dd TibbersLifetime2Prefix
80584c56 TibbersLifetime3
751c1343 TibbersLifetime3Postfix
d78d38aa TibbersLifetime3Prefix
8358510f TibbersLifetime4
43441ab4 TibbersLifetime4Postfix
ae79fd83 TibbersLifetime4Prefix
82584f7c TibbersLifetime5
a685a5d9 TibbersLifetime5Postfix
82c64178 TibbersLifetime5Prefix
43971123 TibbersLifetimeNL
dba3e1eb TibbersModeSpecificHPMod
a285ce04 TibbersTotalHP
90e92fb7 TibbersTotalResists
a515cff2 TibbersTotalResists1
8007774f TibbersTotalResists1Postfix
48bb7156 TibbersTotalResists1Prefix
a415ce5f TibbersTotalResists2
6ee17764 TibbersTotalResists2Postfix
625aa7f3 TibbersTotalResists2Prefix
a315cccc TibbersTotalResists3
697c0a09 TibbersTotalResists3Postfix
98d03ba8 TibbersTotalResists3Prefix
82249ad5 TibbersTotalResistsNL
28d8bf2c TickAPRatio
4a7b19bc TickBaseDamage
ccc938f7 TickBaseDamage1
6a3e4edc TickBaseDamage1Postfix
9be0a9eb TickBaseDamage1Prefix
cdc93a8a TickBaseDamage2
a9c6d9a7 TickBaseDamage2Postfix
23d453ae TickBaseDamage2Prefix
cec93c1d TickBaseDamage3
f9efb6fa TickBaseDamage3Postfix
6bad9a01 TickBaseDamage3Prefix
c7c93118 TickBaseDamage4
d50ead55 TickBaseDamage4Postfix
41d77c54 TickBaseDamage4Prefix
c8c932ab TickBaseDamage5
ec0747c0 TickBaseDamage5Postfix
34b2241f TickBaseDamage5Prefix
fa70488e TickBaseDamageNL
f2da9c35 TickBonusADRatio
6aa1e9a7 TickCadence
bd0dbd75 TickCalculatedDamage
1261295 TickDamage
72ef582c TickDamage1
db779ee9 TickDamage1Postfix
b46df108 TickDamage1Prefix
75ef5ce5 TickDamage2
7f065742 TickDamage2Postfix
b299a0e9 TickDamage2Prefix
74ef5b52 TickDamage3
994c622f TickDamage3Postfix
7da5dbb6 TickDamage3Prefix
6fef5373 TickDamage4
a1c4ad08 TickDamage4Postfix
cd50ce67 TickDamage4Prefix
6eef51e0 TickDamage5
6b3b021d TickDamage5Postfix
8304997c TickDamage5Prefix
319fac37 TickDamageNL
766b7300 TickDamageTooltip
a0143973 TickDelay
8ceed52a TickDotDamage
72aeffa2 TickFrequency
471b1a16 TickRate
